timestamp_utc,method,mesh_name,mesh_path,mesh_faces,num_spheres_requested,success,error,n_spheres,surface_coverage_pct,max_surface_dist_mm,mean_surface_dist_mm,interior_volume_pct,outside_volume_pct,union_volume_ratio,extra_volume_pct,n_centers_outside_mesh,runtime_s
2026-06-15T20:47:58Z,foam,hub,cad_models/hub.stl,2124,16,True,,16,100.0,0.0503,2.678,100.398,61.631,1.6203,62.029,4,42.586
2026-06-15T20:48:01Z,morphit-v,hub,cad_models/hub.stl,2124,16,True,,14,98.38,3.6235,3.0242,98.149,69.496,1.6764,67.644,0,2.662
2026-06-15T20:48:03Z,morphit-b,hub,cad_models/hub.stl,2124,16,True,,16,99.2,1.6528,1.0476,96.928,39.5,1.3643,36.428,0,2.607
2026-06-15T20:48:39Z,foam,hub,cad_models/hub.stl,2124,24,True,,34,100.0,0.5256,2.3621,100.363,59.102,1.5947,59.465,16,35.703
2026-06-15T20:48:42Z,morphit-v,hub,cad_models/hub.stl,2124,24,True,,19,93.97,3.865,2.1918,94.521,57.114,1.5164,51.635,0,2.678
2026-06-15T20:48:45Z,morphit-b,hub,cad_models/hub.stl,2124,24,True,,23,98.63,3.0606,0.9161,96.806,38.157,1.3496,34.963,0,2.624
2026-06-15T20:49:20Z,foam,hub,cad_models/hub.stl,2124,32,True,,60,99.98,1.1662,1.8228,100.206,53.8,1.5401,54.007,19,35.101
2026-06-15T20:49:23Z,morphit-v,hub,cad_models/hub.stl,2124,32,True,,29,99.27,2.7316,2.3517,99.631,66.287,1.6592,65.918,0,2.665
2026-06-15T20:49:26Z,morphit-b,hub,cad_models/hub.stl,2124,32,True,,30,97.38,3.1265,0.8498,96.352,35.838,1.3219,32.19,0,2.631
2026-06-15T20:49:32Z,foam,mini_cow,cad_models/mini_cow.stl,1568,8,True,,4,99.96,1.1123,3.9717,93.861,174.659,2.6852,168.52,0,5.829
2026-06-15T20:49:35Z,morphit-v,mini_cow,cad_models/mini_cow.stl,1568,8,True,,4,98.41,2.0139,3.3986,91.99,160.881,2.5287,152.871,0,2.551
2026-06-15T20:49:38Z,morphit-b,mini_cow,cad_models/mini_cow.stl,1568,8,True,,5,83.21,6.2439,1.4562,88.146,64.876,1.5302,53.022,0,2.611
2026-06-15T20:49:47Z,foam,mini_cow,cad_models/mini_cow.stl,1568,12,True,,9,99.84,1.2825,3.1246,95.358,147.477,2.4283,142.835,0,8.738
2026-06-15T20:49:50Z,morphit-v,mini_cow,cad_models/mini_cow.stl,1568,12,True,,8,77.67,5.9922,2.8169,82.158,128.562,2.1072,110.72,0,2.806
2026-06-15T20:49:52Z,morphit-b,mini_cow,cad_models/mini_cow.stl,1568,12,True,,11,96.54,5.987,1.0652,91.582,61.406,1.5299,52.988,0,2.584
2026-06-15T20:50:01Z,foam,mini_cow,cad_models/mini_cow.stl,1568,16,True,,16,99.38,1.8682,2.8201,94.065,131.487,2.2555,125.553,0,8.589
2026-06-15T20:50:04Z,morphit-v,mini_cow,cad_models/mini_cow.stl,1568,16,True,,11,94.84,3.5205,2.7073,90.119,168.331,2.5845,158.45,1,2.711
2026-06-15T20:50:07Z,morphit-b,mini_cow,cad_models/mini_cow.stl,1568,16,True,,16,98.73,2.0409,1.0709,91.82,70.285,1.6211,62.105,4,2.577
2026-06-15T20:50:18Z,foam,mini_cow,cad_models/mini_cow.stl,1568,24,True,,36,99.3,1.7982,2.3465,95.12,112.232,2.0735,107.352,5,11.096
2026-06-15T20:50:21Z,morphit-v,mini_cow,cad_models/mini_cow.stl,1568,24,True,,19,96.61,5.3521,2.3712,93.249,137.067,2.3032,130.315,2,2.758
2026-06-15T20:50:24Z,morphit-b,mini_cow,cad_models/mini_cow.stl,1568,24,True,,23,99.21,2.2901,0.9129,92.739,56.575,1.4931,49.314,4,2.601
2026-06-15T20:50:36Z,foam,mini_cow,cad_models/mini_cow.stl,1568,32,True,,64,98.32,2.0791,2.0569,86.581,108.354,1.9493,94.935,5,11.105
2026-06-15T20:50:38Z,morphit-v,mini_cow,cad_models/mini_cow.stl,1568,32,True,,24,96.37,4.0093,2.0757,89.677,133.529,2.2321,123.205,1,2.703
2026-06-15T20:50:41Z,morphit-b,mini_cow,cad_models/mini_cow.stl,1568,32,True,,30,99.62,1.4932,0.7107,92.739,45.995,1.3873,38.734,4,2.701
2026-06-15T20:50:50Z,foam,nut,cad_models/nut.stl,3502,8,True,,4,100.0,0.4052,0.8327,97.862,77.207,1.7507,75.069,0,8.39
2026-06-15T20:50:53Z,morphit-v,nut,cad_models/nut.stl,3502,8,True,,7,100.0,0.515,1.0003,98.498,89.268,1.8777,87.765,0,2.769
2026-06-15T20:50:56Z,morphit-b,nut,cad_models/nut.stl,3502,8,True,,8,100.0,0.6157,0.4212,96.077,56.12,1.522,52.198,0,2.611
2026-06-15T20:51:08Z,foam,nut,cad_models/nut.stl,3502,12,True,,9,100.0,0.6343,0.3805,93.616,45.762,1.3938,39.378,0,12.04
2026-06-15T20:51:11Z,morphit-v,nut,cad_models/nut.stl,3502,12,True,,12,100.0,0.2648,0.9653,99.195,89.78,1.8898,88.976,0,2.646
2026-06-15T20:51:14Z,morphit-b,nut,cad_models/nut.stl,3502,12,True,,10,100.0,0.7303,0.3814,93.965,49.926,1.4389,43.891,0,2.56
2026-06-15T20:51:25Z,foam,nut,cad_models/nut.stl,3502,16,True,,16,100.0,0.7046,0.3289,88.652,35.075,1.2373,23.727,0,10.595
2026-06-15T20:51:27Z,morphit-v,nut,cad_models/nut.stl,3502,16,True,,15,100.0,0.3753,0.7953,98.313,81.535,1.7985,79.848,0,2.634
2026-06-15T20:51:30Z,morphit-b,nut,cad_models/nut.stl,3502,16,True,,16,100.0,0.4262,0.4281,97.021,50.951,1.4797,47.972,0,2.578
2026-06-15T20:51:40Z,foam,nut,cad_models/nut.stl,3502,24,True,,36,100.0,0.8354,0.2879,83.442,23.178,1.0662,6.621,1,9.131
2026-06-15T20:51:43Z,morphit-v,nut,cad_models/nut.stl,3502,24,True,,21,100.0,0.2662,0.7494,98.847,85.124,1.8397,83.971,0,2.68
2026-06-15T20:51:45Z,morphit-b,nut,cad_models/nut.stl,3502,24,True,,23,100.0,0.5613,0.376,95.278,43.731,1.3901,39.009,0,2.612
2026-06-15T20:51:56Z,foam,nut,cad_models/nut.stl,3502,32,True,,64,100.0,0.9223,0.2768,80.406,18.83,0.9924,-0.764,0,10.295
2026-06-15T20:51:59Z,morphit-v,nut,cad_models/nut.stl,3502,32,True,,29,100.0,0.4845,0.6822,97.924,79.812,1.7774,77.735,0,2.794
2026-06-15T20:52:02Z,morphit-b,nut,cad_models/nut.stl,3502,32,True,,25,100.0,0.685,0.3714,95.585,48.1,1.4369,43.685,0,2.683
2026-06-15T20:56:58Z,foam,cylinder,cad_models/cylinder.stl,2022,32,True,,64,100.0,0.1359,0.7168,101.361,14.849,1.1621,16.21,15,52.374
